,Message,Spam_Status,num_words,message_len,num_uppercase_chars,num_uppercase_words,contains_free_or_win
1964,honeyb said sweetest world god laugh amp said wait u havnt met person read msg moral even god crack joke gm gn ge gn,ham,32,158,36,6,0
1965,thank tesco quit nice gone speak soon,ham,14,73,4,0,0
1966,featheri bowa someth guy know,ham,16,76,3,0,0
1967,even cant close eye vava play umma,ham,15,65,2,0,0
1968,laptop noe infra slow lar wan fast one,ham,13,58,2,0,0
1969,guarant award even cashto claim ur award call free stop getstop php,spam,27,133,6,2,1
1970,nvm ok,ham,4,14,1,0,0
1971,enjoy ur life good night,ham,5,27,2,0,0
1972,ye meet town co go gep home could text bu stop worri finish march ish,ham,33,143,4,0,0
1973,askd u question hour answer,ham,11,53,2,0,0
1974,cool cum,ham,11,52,3,0,0
1975,delhi chennai still silent,ham,5,31,1,0,0
1976,lol alright thinkin haha,ham,8,39,1,0,0
1977,repli win weekli fifa world cup held send stop end servic,spam,22,104,13,2,1
1978,boat still mom check yo half nake,ham,21,83,5,0,0
1979,shhhhh nobodi suppo know,ham,6,34,1,0,0
1980,sorri call later,ham,5,22,2,0,0
1981,sorri call later meet thing relat trade plea call arul lt gt,ham,17,89,3,0,0
1982,hey late amk need drink tea coff,ham,15,61,2,0,0
1983,wnt buy bmw car urgent vri urgent hv shortag lt gt lac sourc arng di amt lt gt lac prob,ham,33,150,5,1,0
1984,urgent plea call landlin abta complimentari tenerif holiday cash await collect sae cs box cw wx ppm,spam,25,153,19,2,0
1985,length e e top shorter n got fring thk go liao lazi dun wan distract u also,ham,30,123,4,0,0
1986,antha num corrct dane,ham,5,24,1,0,0
1987,call messag miss call,ham,5,32,1,0,0
1988,sorri call later,ham,5,22,2,0,0
1989,basket gettin full might tonight,ham,11,49,2,0,0
1990,hi darlin ive got back realli nice night thank much lift see u tomorrow xxx,ham,24,108,85,21,0
1991,valentin huh proof fb page ugh glad realli watch rupaul show tool,ham,26,119,15,2,0
1992,free tone hope enjoy new content text stop unsubscrib help p provid tone co uk,spam,21,129,3,0,1
1993,eh den sat u book e kb liao huh,ham,9,34,1,0,0
1994,practi curtsey,ham,6,38,1,0,0
1995,shall come get pickl,ham,6,26,1,0,0
1996,lol boo hope laugh,ham,8,32,2,0,0
1997,yeh def someth sat,ham,7,31,23,5,0
1998,well leav class babe never came back hope nice sleep love,ham,23,117,4,0,0
1999,lmao fish memori need,ham,10,45,5,1,0
2000,b go sch mon si need take smth,ham,15,55,2,0,0
2001,idea soon get convert live,ham,7,38,1,0,0
2002,themob yo yo yo come new select hot download member get free click open next link sent ur fone,spam,29,143,9,1,1
2003,india go draw seri mani year south african soil,ham,15,80,1,0,0
2004,goodmorn today late lt decim gt min,ham,10,54,8,1,0
2005,take major role commun outreach rock mel,ham,12,62,2,0,0
2006,shop lor rain mah hard leav orchard,ham,9,52,2,0,0
2007,hi birth lb oz mother babi brilliantli,ham,16,81,2,0,0
2008,see forward messag proof,ham,6,36,1,0,0
2009,keep go never intent run choo rather keep room clean say visitor mayb best choic ye want embarass mayb feel feel friend want drop buy say happen morn tri everyth know el,ham,95,431,8,0,0
2010,dunno lei thk mum lazi go neva ask yet,ham,14,62,3,0,0
2011,whatev want know rule talk earlier week start happen show respon yet everi week bend rule way way whatev tire thia argument everi week lt gt movi doesnt inlud preview still get,ham,72,375,15,1,1
2012,beauti truth graviti read care heart feel light someon feel heavi someon leav goodmorn,ham,25,160,17,1,0
2013,great news call freefon claim guarant cash gift speak live oper,spam,22,120,19,3,1
2014,ambrith madurai met u arun dha marrg remembr,ham,9,52,1,0,0
2015,read shame tell take run blame u ever realli ever long time,ham,34,138,4,0,0
2016,princess kitti shave natur,ham,7,42,1,0,0
2017,better bb wont use wife doctor,ham,14,63,2,0,0
2018,ya came ago,ham,6,22,1,0,0
2019,tomorrow onward eve work,ham,8,38,1,0,0
2020,anyth lor toa payoh got place walk meh,ham,10,50,1,0,0
2021,anybodi number still thought tact way ask alex,ham,19,83,2,0,0
2022,u win music gift voucher everi week start txt word draw tsc www ldew com skillgam winaweek age ppermesssubscript,spam,27,158,21,3,1
2023,movi theatr go watch unlimit movi pay,ham,17,84,1,0,0
2024,u lunch alon bore,ham,8,39,2,0,0
2025,ye obviou egg pert potato head speak soon,ham,15,76,3,0,0
2026,nah man car meant cram full peopl,ham,12,53,1,0,0
2027,got new job bar airport satsgettin per hour mean lie keep touch,ham,21,94,1,0,0
2028,kalli readi bat nd inning,ham,8,38,1,0,0
2029,thanx birthday alreadi,ham,7,38,1,0,0
2030,ugh u apolog admit u wrong ask take u back,ham,18,75,1,0,0
2031,noe la u wana pei bf oso rite k lor day den,ham,14,62,3,0,0
2032,ye small kid boost secret energi,ham,13,59,2,0,0
2033,im gonna miss u much,ham,6,23,18,5,0
2034,avatar suppo subtoitl,ham,6,37,1,0,0
2035,simpli sit watch match offic,ham,7,45,1,0,0
2036,jot thing want rememb later,ham,10,51,1,0,0
2037,oh sorri plea,ham,5,24,1,0,0
2038,hey go lo lesson gym,ham,10,43,1,0,0
2039,dont pack buy store like cereal must pack food pack gari someth ja miss,ham,25,123,2,0,0
2040,alway make thing bigger,ham,8,43,1,0,0
2041,dun wan watch infern affair,ham,7,36,2,0,0
2042,wake afternoon sup,ham,10,46,1,0,0
2043,mth half price orang line rental latest camera phone free phone mth call mobilesdirect free updat stoptxt,spam,24,155,9,1,1
2044,send pic like,ham,9,35,1,0,0
2045,okay book alreadi includ one bugi,ham,10,59,3,0,0
2046,aight fuck get later,ham,8,32,2,0,0
2047,de call time ill tell k,ham,12,50,3,0,0
2048,dont use hook,ham,7,27,1,0,0
2049,much blackberri bold nigeria,ham,7,40,1,0,0
2050,hi home calicut,ham,8,37,2,0,0
2051,hey darlin pick u colleg u tell wen mt love pete xx,ham,20,84,2,0,0
2052,call use ur min call cast p min mob vari servic provid aom gbp month aom box er u stop age,spam,29,152,17,2,0
2053,oh thkin goin yogasana den nd go den rush parco nb oki lor u call readi,ham,30,125,3,0,0
2054,late need go n get da laptop,ham,12,45,1,0,0
2055,sir wait mail,ham,7,32,2,0,0
2056,plea charg mobil get morn,ham,10,52,1,0,0
2057,noth got msg frm tht unknown,ham,8,39,1,0,0
2058,ugh fuck resub eve,ham,8,32,2,0,0
2059,see shadow get earli spring yay,ham,12,52,2,0,0
2060,one slice one breadstick lol,ham,8,40,3,0,0
2061,hey want crave miss need love ahmad saeed al hallaq,ham,20,96,9,0,0
2062,train tomorrow,ham,5,31,1,0,0
2063,urgent mobil bonu caller prize nd attempt reach call asap box n qp ppm,spam,29,159,29,4,0
2064,pass di ur contact n see wat u get red luv wid u blue u put smile face purpl u r reali hot pink u r swt orang thnk lyk u green reali wana go wid u yelow wnt u bck black jealou u brown miss nw plz giv one color,ham,71,276,11,0,0
2065,co daddi arrang time c wat time fetch mah,ham,10,51,2,0,0
2066,eldest know,ham,5,26,2,0,0
2067,say hi drugdeal,ham,8,36,1,0,0
2068,hard believ thing like say lie think twice say anyth,ham,19,99,2,0,0
2069,eeri nokia tone u rpli tone titl eg tone dracula titl ghost addamsfa munster exorcist twilight www getz co uk pobox w wq p,spam,26,162,66,9,0
2070,sexi singl wait text age follow gender wither f e g f gay men text age follow g e g g,spam,34,149,23,3,0
2071,good night dear sleepwel amp take care,ham,8,44,3,0,0
2072,wondar song,ham,4,23,1,0,0
2073,freemsg claim ur sm messag text ok use web mobil ur mate etc join txt com p wk c box la wu remov txtx stop,spam,33,161,23,2,1
2074,yar lor actual quit fast co da ge slow wat haha,ham,12,63,3,0,0
2075,must come later normal bath da afternoon mah,ham,11,60,2,0,0
2076,trust even,ham,9,41,2,0,0
2077,hey hun onbu goin meet want go meal donyt feel like cuz get last bu home sweet latelyxxx,ham,30,133,4,0,0
2078,free rington repli real,spam,5,30,10,2,1
2079,take like noon,ham,7,27,1,0,0
2080,open mca,ham,9,42,2,0,0
2081,aight wat happen side,ham,9,40,2,0,0
2082,done oredi,ham,4,17,1,0,0
2083,sweet well princess plea tell like dislik bed,ham,15,81,1,0,0
2084,wish great semest,ham,8,38,2,0,0
2085,moji love word rich day,ham,11,48,2,0,0
2086,dude like buff wind,ham,8,35,1,0,1
2087,alright babe,ham,2,13,0,0,0
2088,well done england get offici poli rington colour flag yer mobil text tone flag opt txt eng stop box w wx,spam,31,156,32,6,0
2089,give everyth want need actual could better yor got money get work get man pay rent even fill fuck ga tank ye stress depress even call home thanksgiv cuz tell noth,ham,84,363,5,0,0
2090,kalli wont play first two odi,ham,8,40,1,0,0
2091,get cash togeth text jason,ham,10,47,2,0,0
2092,oh love soooo good hear omg miss much today sorri problem provid thank tming,ham,33,154,4,0,0
2093,final chanc claim ur worth discount voucher today text ye savamob member offer mobil cs savamob pobox uz sub,spam,30,161,22,1,0
2094,privat account statement show unredeem bonu point claim call identifi code expir,spam,20,144,16,1,0
2095,probabl want pick,ham,6,31,1,0,0
2096,done,ham,3,11,1,0,0
2097,cutest girl world,ham,10,44,1,0,0
2098,dice art class thru thank though idea time come tomorrow,ham,17,88,3,0,0
2099,sm servic inclu text credit pl goto www comuk net login unsubscrib stop extra charg help po box ip,spam,25,159,24,4,0
2100,oh howda gud gud math en samachara chikku,ham,8,47,3,0,0
2101,thk lor dunno get ticket wat u,ham,15,64,3,0,0
2102,audri lousi autocorrect,ham,3,24,1,0,0
2103,site simul test give tough question test readi,ham,18,95,2,0,0
2104,anyway seriou hit back otherwi light armand alway shit vomit,ham,27,134,2,0,0
2105,fetch yun u fetch,ham,6,23,1,0,0
2106,thank like well,ham,7,32,2,0,0
2107,hmmm imagin come home rub feet make dinner help get readi date sure readi kind life,ham,36,175,3,0,0
2108,free day sexi st georg day pic jordan txt pic dont miss everi wk sauci celeb pic c pocketbab co uk wk,spam,33,155,17,1,1
2109,lara said loan lt gt,ham,8,38,1,0,0
2110,spare power suppli,ham,7,35,1,0,0
2111,yar quit clever aft mani guess lor got ask bring thk darren go aiya thk leona still attach wat,ham,32,147,3,0,0
2112,winner special select receiv cash award speak live oper claim call pm cost p,spam,31,159,3,0,1
2113,yeah go bed back midnight,ham,12,51,2,0,0
2114,sunshin hol claim ur med holiday send stamp self address envelop drink us uk po box bray wicklow eir quiz start saturday unsub stop,spam,29,161,18,2,0
2115,well avail washob nob last night ask nickey platt instead,ham,22,107,5,0,0
2116,time week ryan,ham,9,38,1,0,0
2117,wish u mani mani return day happi birthday vikki,ham,11,60,2,0,0
2118,u win music gift voucher everi week start txt word draw tsc www idew com skillgam winaweek age ppermesssubscript,spam,27,160,22,3,1
2119,hope know still mad,ham,10,37,2,0,0
2120,argh g spotti anyway thing rememb research provinc sterl problem free place look,ham,30,157,2,0,1
2121,xam hall boy ask girl tell start term di answer den manag lot hesit n lookin around silent said intha ponnung ipaditan,ham,35,185,7,1,0
2122,know result,ham,6,28,1,0,0
2123,congratul week competit draw u prize claim call b cs stop sm ppm,spam,30,170,7,1,0
2124,beauti truth graviti read care heart feel light someon feel heavi someon leav good night,ham,26,159,15,2,0
2125,sorri im get feel realli bad total reject kinda thing,ham,14,79,1,0,0
2126,got shitload diamond though,ham,8,40,1,0,0
2127,tessi pl favor pl convey birthday wish nimya pl dnt forget today birthday shija,ham,22,113,5,0,0
2128,well go aunti,ham,8,30,2,0,0
2129,mine like fr china noisi,ham,9,42,1,0,0
2130,later guess needa mcat studi,ham,9,41,2,0,0
2131,train manual show tech process password reset troubleshoot,ham,19,113,1,0,0
2132,b u voucher w c marsm log onto www b utel com discount credit opt repli stop custom care call,spam,26,137,14,1,0
2133,spoke uncl john today strongli feel need sacrif keep go call beg listen dont make promi make clear thing easi need plea let us work thing long keep expect help creativ stifl pl keep happi promi part,ham,78,382,7,0,0
2134,start search get job day great potenti talent,ham,17,87,1,0,0
2135,carlo took leav minut,ham,10,49,1,0,0
2136,well done luv ya,ham,6,27,1,0,0
2137,came hostel,ham,6,28,1,0,0
2138,k still love,ham,6,26,1,0,0
2139,juz rememb gotta bath dog today,ham,10,49,1,0,0
2140,drug abl eat,ham,9,39,1,0,0
2141,alright took morphin back yo,ham,7,38,2,0,0
2142,see requir plea,ham,5,31,1,0,0
2143,stayin troubl stranger saw dave day sort still bloke u gona get girl mr ur mum still think get getha,ham,33,162,11,1,0
2144,freemsg hey buffi love satisfi men home alon feel randi repli c pix qlynnbv help p msg send stop stop txt,spam,29,154,16,1,1
2145,sunshin hol claim ur med holiday send stamp self address envelop drink us uk po box bray wicklow eir quiz start saturday unsub stop,spam,29,161,18,2,0
2146,collect ur laptop,ham,5,25,1,0,0
2147,ok later show around want cld drink wld prefer spend money nosh mind nxt wk,ham,34,154,3,0,1
2148,get home,ham,6,22,1,0,0
2149,waaaat lololo ok next time,ham,6,34,2,0,0
2150,tabl occupi wait tree,ham,10,45,2,0,0
2151,sure dont forgot come alway touch,ham,15,70,1,0,0
2152,hi kindli give us back document submit loan stapati,ham,14,77,8,1,0
2153,dont shall buy one dear,ham,8,32,1,0,0
2154,oh god happi see messag day,ham,12,50,1,0,0
2155,year mani mile,ham,6,30,2,0,0
2156,hey cuti goe wale kinda ok like hill shit still avent kill,ham,23,114,9,1,0
2157,sad stori man last week b day wife nt wish parent forgot n kid went work even colleagu wish enter cabin pa said happi b day boss felt special askd lunch lunch invit apart went said u mind go bedroom minut ok sed sexi mood came minut latr wid cake n wife parent kidz friend n colleagu scream surpri wait sofa nake,ham,119,588,53,4,0
2158,think go honesti road call bank tomorrow tough deci make us great peopl,ham,21,114,3,0,0
2159,free st week nokia tone ur mob everi week txt nokia get txting tell ur mate zed pobox w wq norm p tone,spam,30,147,18,2,1
2160,speciali work slave labor look month sha co shakara beggar,ham,22,114,4,0,0
2161,repli boy chang phone number,ham,9,50,2,0,0
2162,go write msg put dictionari mode cover screen hand press lt gt gentli remov ur hand interest,ham,27,141,8,0,0
2163,hi darlin im way london smash anoth driver big dent im realli miss u u xxx,ham,35,158,1,0,0
2164,noth realli make sure everybodi speed,ham,10,56,1,0,0
2165,come home dinner,ham,7,29,1,0,0
2166,thank way lost,ham,9,39,3,0,0
2167,ye good crickit mind,ham,6,32,1,0,0
2168,thx well month,ham,9,37,2,0,0
2169,shop till u drop either k k cash travel voucher call ntt po box cr bt fixedlin cost ppm mobil vari,spam,30,158,25,5,0
2170,plea come imin town dontmatt urgoin outl r,ham,12,63,50,10,0
2171,wont wat wit guy,ham,8,29,2,0,0
2172,yavnt tri yet never play origin either,ham,8,48,1,0,0
2173,hiya good day spoken sinc weekend,ham,12,59,2,0,0
2174,see thought,ham,6,29,2,0,0
2175,work plea call,ham,6,24,2,0,0
2176,get readi moan scream,ham,6,31,0,0,0
2177,oh k got job,ham,9,37,1,0,0
2178,think need go late school night especi one class one miss last wednesday probabl fail test friday,ham,41,193,12,1,0
2179,pop lt gt ibuprofen help,ham,8,45,1,0,0
2180,babe goe day sip cappuccino think love send kiss across sea,ham,32,154,6,0,0
2181,ok,ham,1,3,1,0,0
2182,ps u ur grown right,ham,9,32,3,1,0
2183,chinatown got porridg claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin,ham,23,131,2,0,0
2184,know peopl hit fuck ye,ham,14,52,2,0,0
2185,puriti friendship two smile read forward messag smile see name gud evng,ham,24,142,3,0,0
2186,anyth specif regard jaklin idk fuck,ham,20,104,2,0,0
2187,oh god gonna googl nearbi cliff,ham,9,43,3,0,0
2188,free camera phone liner month cross ntwk min price txt bundl deal also avbl call call optout j mf,spam,28,152,8,2,1
2189,yup shd haf ard page add figur got mani page,ham,17,73,3,0,0
2190,ooh got gonna start belli danc moseley wed u want join cafe,ham,24,105,1,0,0
2191,thankyou much call appreci care,ham,10,54,2,0,0
2192,congrat treat pend mail day mail thru respect mother home check mail,ham,21,108,3,0,0
2193,call one pick e phone ask alreadi said ok,ham,18,77,2,0,0
2194,hi email address chang,ham,9,42,1,0,0
2195,v aluabl ffection l oveabl e ternal n obl ruth ntimat n atur e namou happi valentin day advanc,ham,23,132,23,2,0
2196,much textin bout,ham,8,42,2,0,0
2197,bring got,ham,6,22,1,0,0
2198,movi call wat,ham,9,30,2,0,0
2199,sure stomach,ham,8,38,2,0,0
2200,haha dinner cousin,ham,10,54,2,0,0
2201,boy late home father power frndship,ham,11,56,17,3,0
2202,man carlo definit come mu tonight excu,ham,12,66,1,0,0
2203,soon real thing princess make wet,ham,13,65,1,0,0
2204,raji pl favour pl convey birthday wish nimya pl today birthday,ham,18,93,6,0,0
2205,haha leg neck kill amigo hope end night burn think could swing like hour,ham,29,132,2,0,1
